URL,Content,Time,Link
https://nitter.lucabased.xyz/AdamMancini4,Pro traders arent any better at predicting where the market will go than a hobby trader and its not the job. The difference is all in execution Finding lvls protecting profits once available stopping out  adjusting when wrong and consistant loss size control. Focus there, 12 Jun 2022,https://nitter.lucabased.xyz/AdamMancini4/status/1536094828605411329#m, " 287  701  42  4473", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,We are working down the targets nicely in #ES_F. 5492 failure had 5474 5455 then 5438 targets and we are a few points shy of 5438 now. Bears control here until a major level recovrs and that level is now 5474 which would trigger back up.  5438 5414 next down if ES wants, 1m,https://nitter.lucabased.xyz/AdamMancini4/status/1832068694018588969#m, " 2  1  33", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Big bidirectional swings in #ES_F continue. 5492 reclaim was long trigger this morning with 5511 5519 5528 targets. We ran to 5528 sold. 5492 failure was then trigger down to 5474 as posted and we are here now.  5455 5438 are below. 5492 must reclaim to trigger back long, 24m,https://nitter.lucabased.xyz/AdamMancini4/status/1832062931569139835#m, " 37  6  1  98", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,The last 2 days have been the most ideal market for lvl to lvl day traders in months. 5492 triggered long this morning. 5511 5519 5528 were targets. We hit 5528 now back to 5492. As posted keep protecting gains  No change 5492 must keep hold weak. Dip 5483 5474 below, 44m,https://nitter.lucabased.xyz/AdamMancini4/status/1832057859934392761#m, " 27  5  1  90", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,As posted the 5492 reclaim would trigger long in #ES_F This is my core edge The Failed Breakdown. Targets were 5511 hit 5519 hit. Now nothing to do all day but just protect profits and let a runner work. Dont go red on the day.  5528 5554 558286 above. 5492 must hold, 1h,https://nitter.lucabased.xyz/AdamMancini4/status/1832049149824336154#m, " 21  4  1  116", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,The 5492 level remains highly actionable in #ES_F. It held 2x yesterday for 40 and 20 point bounces. I posted it had to recover to squeeze today  good follow through  5511 hit 5519 were targets as posted. Protect profits leave runners. 5528 5550 if bulls want. Dip5492, 2h,https://nitter.lucabased.xyz/AdamMancini4/status/1832035875921809515#m, " 20  4  1  141", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Yesterday 5519  5492 were key supports in #ES_F. We tested 5519 12x before dipping to 5492 which held 2x once for a 40 point bounce  once for 20. It failed overnight  Plan today NFP at 830. 5474support. 5492 must recover to rally to 5511 5519. 5474 fails dip 5455 5438, 2h,https://nitter.lucabased.xyz/AdamMancini4/status/1832025206484857289#m, " 21  4  1  155", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Trader of 4 years here. Been reading your NL for about a month now. The way you write it and break things down is incredible. Game changer numerous light bulb moments and reading it everyday gives me hope that with lots of practice I can do this the right way. Thanks Adam!, 19h,https://nitter.lucabased.xyz/ozzieboi1/status/1831775696072606181#m, " 14  3  141", https://nitter.lucabased.xyz/pic/profile_images%2F1740383906011238400%2F_LPIXbV3_bigger.jpg, ozzieboi
https://nitter.lucabased.xyz/AdamMancini4,Closing update #ES_F Its been a good session of lvl to lvl ping pong and the 5519 level remains a magnet with 13 tests now. No change 5493support 5519 must recover to resume the leg up. It will be a large squeeze. Newsletter out soon talking triggers tradecompanion.substack.com, 18h,https://nitter.lucabased.xyz/AdamMancini4/status/1831782932178223300#m, " 19  4  90", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Its been a dream market for lvl to lvl day traders in #ES_F around the 5519 magnet tested 12x. 5492 was support earlier as posted. We sold there exactly bounced to 5519 ran to 552833 next target exactly then dipped.  No change 5519 must recover to resume up 5493support, 19h,https://nitter.lucabased.xyz/AdamMancini4/status/1831775171398791307#m, " 19  7  1  169", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,It should be no big shock where we are again in #ES_F Right back at the 5519 ATM Machine level for the 12th test. Levels respecting with extreme precision 5493 was target on the fail of 5519 and we sold to 5493 held back to 5519.  552833 5553 next above. Same supports, 20h,https://nitter.lucabased.xyz/AdamMancini4/status/1831753662340702414#m, " 24  12  1  123", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Its been a good day for lvl to lvl traders in #ES_F and lvls defending well. 5519 was the ATM Machine and after 11 tests it finally failed. 5493 was sell target as posted and we hit it exact  bounced  Bulls need to recover 5519 to set a bottom. 5493 fails we sell 5482 5463, 22h,https://nitter.lucabased.xyz/AdamMancini4/status/1831732625494462599#m, " 25  6  1  152", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,After an incredible 11 tests in 24hrs the 5519 level finally caved in #ES_F at least for now we likely have not seen the end of it triggering down. 5502 then 5493 were sell targets as posted earlier and 5502 is hit. 5482 below   5519 must recover to trigger major squeeze, 23h,https://nitter.lucabased.xyz/AdamMancini4/status/1831717144809058498#m, " 24  11  1  164", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Precise technicals today in #ES_F 5519 has been the ATM Machine. Targets off it were 5543 hit 5553 hit 5578 and we got to 5553 2x  rejected. Now testing 5519 for the 11th time since yesterday.  Weaker. No change. Must hold to keep 5553 live. Dip 5502 5493 below, 23h,https://nitter.lucabased.xyz/AdamMancini4/status/1831711585338794056#m, " 20  6  114", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Clean follow through in #ES_F  we got a multitarget hit. 5519 remains the ATM Machine level flushing and recovering 10x in 2 days. Todays targets were 5543 hit 5553 just hit 5578. All bonus now protect gains hold runners.  5566 5578 if ES wants. 5519 must hold, Sep 5,https://nitter.lucabased.xyz/AdamMancini4/status/1831698705529106906#m, " 26  8  1  150", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
