URL,Content,Time,Link
https://nitter.privacydev.net/AdamMancini4,Pro traders arent any better at predicting where the market will go than a hobby trader and its not the job. The difference is all in execution Finding lvls protecting profits once available stopping out  adjusting when wrong and consistant loss size control. Focus there, 12 Jun 2022,https://nitter.privacydev.net/AdamMancini4/status/1536094828605411329#m, " 287  702  42  4465", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Its a holiday session but #ES_F still providing decent action. I gave two targets for this holiday session 5662 this has been resistance of the 2 week flag. We just hit then 5672. At this point nothing to do now but ride those runners.  5672 567982 next if ES wants it, 57m,https://nitter.privacydev.net/AdamMancini4/status/1830618558298042634#m, " 15  4  72", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Holiday in #ES_F 1pm close. Low vol grind likely dont overtrade. On Friday I was looking for a rally to 5650 off the textbook failed breakdown  we hit 5650 at the close. 558556622 week flag  Plan 564844support. Keeps 5662 breakout 5672 live. 5644 fails dip 5630, 3h,https://nitter.privacydev.net/AdamMancini4/status/1830578353541099781#m, " 20  5  1  125", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,A game changer for me was learning the difference between forecasting  trading. Forecasters try to predict multileg price paths. No one does it consistently well. Traders focus on finding actionable zones for the next lvl to lvl move then start over. Easier far more lucrative, 19h,https://nitter.privacydev.net/AdamMancini4/status/1830345560655565163#m, " 23  34  3  450", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Have a great weekend! After a 550 point August rally #ES_F spent its last two weeks basing. The pattern is a bull flag 5585 support 5660 resistance  Plan Next Week Fill out 562530mid pivot. As long as flag holds 5700 5720 5780 are next. We short only if the flag fails, Aug 31,https://nitter.privacydev.net/AdamMancini4/status/1829892819051221437#m, " 29  65  4  434", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Theres 5650 tagged up an incredible 50 points in #ES_F from this afternoons textbook failed breakdown of Thursdays low  provided explicitly in yesterdays newsletter. 5620 5630 5650 were targets. Long weekend incoming lock in gains let a runner go.  5680 5730 next up, Aug 30,https://nitter.privacydev.net/AdamMancini4/status/1829608825302946272#m, " 32  19  2  159", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Closing update #ES_F Textbook example of my core setup this afternoon The Failed Breakdown of Thursday low. 5620 5630 5650 and first two clipped. Breakout takes us to 5680 and beyond when ES is ready. Newsletter out soon talking triggers for next week tradecompanion.substack.com, Aug 30,https://nitter.privacydev.net/AdamMancini4/status/1829606104164417675#m, " 14  12  59", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Perfect follow through off the textbook failed breakdown of yesterdays low in #ES_F. In ranges we see this setup daily. 5620 then 5630 were targets and no shock where we just hit 5630 for the 28th test since last Monday. Lock in gains leave runner  5650 breakout next, Aug 30,https://nitter.privacydev.net/AdamMancini4/status/1829590638540538192#m, " 22  12  1  124", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,Action slowing ahead of the long week. 5585 to 5650 remains the range and it will provoke a large trend move but after extensive trapping. As per yesterdays 4pm newsletter what we just saw was a classic failed breakdown of yesterdays low  5620 hit 5630 5650 if #ES_F wants, Aug 30,https://nitter.privacydev.net/AdamMancini4/status/1829578696543354899#m, " 10  19  1  144", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.privacydev.net/AdamMancini4,We continue to ping pong the 56505585 chop zone in #ES_F and as discussed extensively these ranges are defined failed breakdowns trade the traps. Quick failed breakdown of yesterdays low and now back at the key 5611 level. 5620 5630 5654 next if ES wants  5604 5585supports, Aug 30,https://nitter.privacydev.net/AdamMancini4/status/1829563498889695693#m, " 23  13  113", https://nitter.privacydev.net/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
