URL,Content,Time,Link
https://nitter.lucabased.xyz/AdamMancini4,Pro traders arent any better at predicting where the market will go than a hobby trader and its not the job. The difference is all in execution Finding lvls protecting profits once available stopping out  adjusting when wrong and consistant loss size control. Focus there, 12 Jun 2022,https://nitter.lucabased.xyz/AdamMancini4/status/1536094828605411329#m, " 293  694  42  4507", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,5585 to 5664 remains the 2 week range in #ES_F  5630 failure triggered down to range support as posted. We are now probing below the range for the 3rd time in last 2 weeks last two were traps as are 90. 5598 must reclaim to trigger back up the range.  5572 5562 next supports, 12m,https://nitter.lucabased.xyz/AdamMancini4/status/1831002664315805888#m, " 6  6  63", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,We continue to fill out the 56595588 chop zone in #ES_F and as posted we are building structure to setup the next trend leg do not overtrade in it. 5642 and 5630 were todays pivots  after bouncing twice 30 flushed  5630 must reclaim now to pop to 5642. 5612 5605 are below,17m,https://nitter.lucabased.xyz/AdamMancini4/status/1828128863261487376#m, " 3  6  77", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Closing update #ES_F Nice bounce on the reclaim of 5788 but ultimately stuck in the no volatility 582330 to 5772 chop range. We hit restarget this morning now dipped to supports. 5788 5773 must hold for bulls. Newsletter out soon talking triggers tradecompanion.substack.com, 25m,https://nitter.lucabased.xyz/AdamMancini4/status/1839753613192675683#m, " 9  2  21", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Closing update Volatility finally returns in ES. I wrote that 5773 must reclaim to resume up back to 5795 and we are here now as #ES_F put in a failed breakdown. Lock in gains here. 5810 5828 next. Sell again5773. newsletter out soon talking triggers tradecompanion.substack.com, 33m,https://nitter.lucabased.xyz/AdamMancini4/status/1840840237213172127#m, " 7  3  49", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,Price continues to be stuck on repeat in #ES_F as we fill out the 5585 to 5662 two week range. 563025 failure triggered down as posted to 558590 range support and we are still here after the standard quick trap below.  5598 next up must recover to work back up the range again, 49m,https://nitter.lucabased.xyz/AdamMancini4/status/1830993316294598816#m, " 16  4  1  106", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,5773 remains the most important level in #ES_F. I was support this morning with 5795 target. It held exact ran there. 1 hour ago it failed and we got 15 point flush but bears dropped the ball  it reclaimed.  No change 73 must hold to keep 95 live. It fails we sell again, 59m,https://nitter.lucabased.xyz/AdamMancini4/status/1840833682459840754#m, " 15  4  88", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,As warned hourly since 830AM 5773 was the key support in #ES_F and this mornings bounce was likely to be its last. We held it bounced to 5795 target then lost to trigger short  5763 5751 were sell targets and we just hit 63. 51 next then 40. 5773 must reclaim to resume up, 1h,https://nitter.lucabased.xyz/AdamMancini4/status/1840819770763198652#m, " 30  6  2  115", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,It took all day but theres finally a support test in #ES_F. 582330 to 5773 is the range with 5788 key pivot in between. We ran to 5823 target this morning putting 5788 in play. This is a weak well tested level.   Bulls cant hold we test 5772 final support before sell, 1h,https://nitter.lucabased.xyz/AdamMancini4/status/1839735209165463911#m, " 28  6  99", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
https://nitter.lucabased.xyz/AdamMancini4,And theres the full range round trip in #ES_F and this should not be surprising to anyone by now. 5664 to 558590 has been the multiweek range. 562530 fail triggered down to 5611 558590 and we are here again.  558590support. Bulls need fast reaction here or 5566 next down, 2h,https://nitter.lucabased.xyz/AdamMancini4/status/1830972734886555999#m, " 30  10  1  155", https://nitter.lucabased.xyz/pic/profile_images%2F899127121670541312%2FZVBuToeP_bigger.jpg, Adam Mancini
